ID;Maquina;NumMaquina;Marca;OrdemReparacao;Actualizada;Avaria1;Avaria2;Avaria3;Avaria4;Avaria5;Avaria6;Avaria7;Avaria8;Avaria9;Avaria10;Avaria11;Avaria12;Avaria13;Avaria14;Avaria15;Avaria16;Avaria17;Avaria18;Avaria19;Avaria20;Avaria21;Avaria22;Avaria23;Avaria24;Avaria25;Avaria26;Avaria27;Avaria28;Avaria29;Avaria30;Extra1;Extra2;Extra3;Observacoes;DataTime;Acessorios;Tipo;ModeloElectrex;IntExt;Utilizador;Cliente;Link;LinkCheck;ModeloCheck
3833;E160;745119;Electrex;20150853;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pistas em curto circuito provocado por carvão;12/06/2015 13:44:16;;;;;;;;;
3834;DC161;132022;Electrex;20150855;Sim;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte Rectificadora em curto circuito;12/06/2015 14:27:20;;;;;;;;;
3835;Plasma PT60;0000000;Electrex;20150856;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral da máquina, cabeça de tocha avariada;12/06/2015 16:09:34;;;;;;;;;
3836;E200AC/DCPULSE;1447001;Electrex HZ;20150873;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria switcher Line Circuito 8.066.526;15/06/2015 11:40:53;;;;;;;;;
3837;TIG200;1435001;ElectrexHZ;20150872;Sim;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;15/06/2015 13:54:11;;;;;;;;;
3838;E190;024013;Electrex;20150868;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora em curto circuito;15/06/2015 15:25:13;;;;;;;;;
3839;HF201;1328103;Electrex;20150869;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tempo de pré-gas activo. Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. Todos os parametros estão dentro dos valores recomendados;15/06/2015 16:20:24;;;;;;;;;
3840;HF202;1405018;Electrex;20150870;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria interruptor geral;15/06/2015 16:59:12;;;;;;;;;
3841;TP161;1139003;Electrex;20150871;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;16/06/2015 11:30:55;;;;;;;;;
3842;E230HF;626029;Electrex;20150879;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamrento da máquina.;16/06/2015 16:34:43;;;;;;;;;
3843;E190;00000000000;Electrex;20150836;Não;IGBT;;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;Potencia queimada;17/06/2015 10:41:27;;;;;;;;;
3844;E230;546065;Electrex;20150848;Não;IGBT;;Relé 48VDC;;;;;;;;;Microcontrolador;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;Potencia queimada (substituiçaõ de módulo);17/06/2015 11:42:06;;;;;;;;;
3845;E230HF;00000000000000;Electrex;20150880;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Avaria micro controlador e PWM;17/06/2015 13:49:03;;;;;;;;;
3846;DC191;1252007;Electrex;20150865;Não;IGBT;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;17/06/2015 16:03:13;;;;;;;;;
3847;160DC;1445012;ElectrexHZ;20150845;Sim;;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;;;Avaria módulo potencia e ventilador queimado;18/06/2015 09:58:00;;;;;;;;;
3848;TIG202PULSE;1517064;ElectrexHZ;20150895;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ficha da tocha mal ligada, não fazia 4T;18/06/2015 11:18:28;;;;;;;;;
3849;E230HF;0000000000;Electrex;20150881;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo de alimentação interrompido;18/06/2015 15:16:30;;;;;;;;;
3850;230HF;907048;Electrex;20150896;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria crcuito HF;18/06/2015 15:17:23;;;;;;;;;
3851;DC212;1406013;Electrex;20150878;Sim;;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;;;Substituição do módulo primário;18/06/2015 15:54:25;;;;;;;;;
3852;E160TP;0000000000;Electrex;20150885;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;19/06/2015 08:28:56;;;;;;;;;
3853;250;1428011;ElectrexHZ;20150886;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar.Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento;19/06/2015 09:23:30;;;;;;;;;
3854;DC202;1335043;Electrex;20150890;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria interruptor;19/06/2015 10:06:59;;;;;;;;;
3855;DC190;000000000000000;Electrex;20150891;Não;;;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;Resistencia ceramica e reles queimados;19/06/2015 11:38:18;;;;;;;;;
3856;E200;051056;Electrex;20150909;Não;;Ponte;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;Ponte e relé queimados;19/06/2015 13:44:57;;;;;;;;;
3857;TIG200HF;1435003;ElectrexHZ;20150912;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. Todos os parametros estão dentro dos valores recomendados;24/06/2015 10:24:53;;;;;;;;;
3858;E230HF;0000000;Electrex;20150913;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora em curto circuito;24/06/2015 12:29:05;;;;;;;;;
3859;DC200;1448045;ElecterxHZ;20150945;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionament. todos os parametros estão dentro dos valores recomendados;25/06/2015 08:36:06;;;;;;;;;
3860;E230HF;000000000;Electrex;20150940;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. todos os parametros estão dentro dos valores recomendados;25/06/2015 16:57:11;;;;;;;;;
3861;E160;330181;Electrex;20150941;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Olhal partido da bobina de choque;26/06/2015 10:29:59;;;;;;;;;
3862;DC191;1247015;Electrex;20150942;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora em curto;26/06/2015 11:56:42;;;;;;;;;
3863;1800PRO;0000000000;Electrex;20150949;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora em curto circuito;29/06/2015 09:04:38;;;;;;;;;
3864;E160;00000000000;Electrex;20150962;Não;;;;;;;;Painel Tr.;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;cabo de alimentação interrompido e interruptor. Paineis partidos;29/06/2015 10:58:55;;;;;;;;;
3865;E190HF;811109;Electrex;20150950;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;29/06/2015 12:17:09;;;;;;;;;
3866;E160;727020;Electrex;20150954;Não;;;;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;Transformador de impulsos arrancado do circuito;29/06/2015 16:52:10;;;;;;;;;
3867;E160;512058;Electrex;20150956;Não;;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria inverprotek;30/06/2015 09:12:46;;;;;;;;;
3868;E160;00000000000;Electrex;2015932;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;30/06/2015 13:54:44;;;;;;;;;
3869;E160TP;00000000000000;Electrex;20150977;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria HF;01/07/2015 14:36:14;;;;;;;;;
3870;E160;0000000000;Electrex;20150976;Não;;;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria relé;01/07/2015 14:36:51;;;;;;;;;
3871;E160;0000000000000;Electrex;20150967;Não;;;;;;;Transformador Impulsos;Painel Tr.;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Transformador de impulsos arrancado do circuito;02/07/2015 10:52:55;;;;;;;;;
3872;E160;1135007;Electrex;20150969;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;02/07/2015 11:41:18;;;;;;;;;
3873;DC191;1106065;Electrex;20150970;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora queimada;02/07/2015 12:27:59;;;;;;;;;
3874;160DC;1024272601005;OX;20150978;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reforço de soldadura diodos secundario;02/07/2015 14:37:38;;;;;;;;;
3875;E300AC/Dc;1107136;Electrex;20150980;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF;02/07/2015 16:31:57;;;;;;;;;
3876;HF191;1309044;Electrex;20150984;Não;;;;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;transformador de impulsos arrancado do circuito;03/07/2015 09:16:31;;;;;;;;;
3877;E230TP;752032;Electrex;20150981;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria triac ventilador;03/07/2015 10:08:48;;;;;;;;;
3878;E160HF;039010;Electrex;20150979;Sim;;;;;;;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Painel frontal partido;03/07/2015 11:49:39;;;;;;;;;
3879;DC141;1426034;Electrex;20151005;Não;;;;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;"Avaria com origem em queda ou pancada
Varios componentes arrancados do circuito";03/07/2015 13:40:37;;;;;;;;;
3880;350AC/DC;1427014;ElectrexHZ;20151002;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Modulo de controlo e modulo HF;03/07/2015 16:28:57;;;;;;;;;
3881;TP302AC/DC;1350043;Electrex;20150987;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldaduranão se verificou qualquer defeito no funcionamento da máquina.Tocha com defeitopor vezes falha o arranque de soldadura;06/07/2015 09:32:23;;;;;;;;;
3882;E300AC/DC;023058;Electrex;20150965;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito frontal e HF;06/07/2015 14:04:33;;;;;;;;;
3883;E160;330165;Electrex;20150988;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Resistencia interrompida carga condensadores;06/07/2015 15:14:48;;;;;;;;;
3884;E230HF;608012;Electrex;20150991;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer efeito no funcinamento. Todos os parametros estão dentro dos valores recomendados;06/07/2015 15:45:57;;;;;;;;;
3885;E160TP;521033;Electrex;20150992;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;06/07/2015 16:36:22;;;;;;;;;
3886;320AC/DC;RI5064694;Electrex;20151000;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Comutador local remoto posicionado para remoto
substituição de cabo de alimentação";07/07/2015 12:24:19;;;;;;;;;
3887;HF221;1203010;Electrex;20151001;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Encider com defeito;07/07/2015 15:18:07;;;;;;;;;
3888;E160TP;447045;Electrex;20151007;Não;IGBT;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;;;potencia queimada;08/07/2015 11:27:33;;;;;;;;;
3889;200DC;1430086;ElectrexHZ;20151034;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ventilador partido devido a queda ou pancada;08/07/2015 15:03:12;;;;;;;;;
3890;E230DC;049014;Electrex;20151032;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;botão potenciometro partido;08/07/2015 15:04:11;;;;;;;;;
3891;E200DC;021078;Electrex;20151019;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;08/07/2015 15:05:17;;;;;;;;;
3892;E230TP;851031;Electrex;20151022;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Actualização de filtros e microcontrolador. Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento todos os parametros estão dentro dos valores recomendados;08/07/2015 16:00:59;;;;;;;;;
3893;FLASH35;00000000000;FLASH;20151029;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cabos de soldadura interrompidos;08/07/2015 16:31:42;;;;;;;;;
3894;200DC;0000000000000000;OX;20151033;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Recuperação de módulos; Avaria devido ao pó metalico";09/07/2015 09:44:05;;;;;;;;;
3895;DC202;1442025;ElectrexHZ;20151036;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;apoios partidos do circuito frontal;09/07/2015 11:59:12;;;;;;;;;
3896;DC202;1436033;ElectrexHZ;20151037;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo de alimentação interrompido;09/07/2015 13:40:12;;;;;;;;;
3897;DC191;1410034;Electrex;20151038;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria interruptor;09/07/2015 14:54:22;;;;;;;;;
3898;E230HF;0000000000000;Electrex;20151039;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aplicação ficha MS tocha;09/07/2015 16:13:40;;;;;;;;;
3899;E190;módulo;Electrex;20151040;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;potencia queimada;10/07/2015 13:34:49;;;;;;;;;
3900;1500PRO;730192;Electrex;20151003;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;10/07/2015 15:41:45;;;;;;;;;
3901;E160;0000000000000;Electrex;20151041;Não;;;;;;;Transformador Impulsos;;;;;;;;;;;;;;;;;;;;;;;;;;;Transformador de impulsos arrancado do circuito;10/07/2015 16:24:24;;;;;;;;;
3902;E160;807099;Electrex;20151044;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Avaria inverprotek; pistas interrompidas";13/07/2015 15:47:38;;;;;;;;;
3903;E160HF;945005;Electrex;20151067;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Avaria mivcro controlador;15/07/2015 12:23:59;;;;;;;;;
3904;E230HF;619030;Electrex;20151051;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;15/07/2015 13:17:19;;;;;;;;;
3905;E160TP;628017;Electrex;20151053;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;potencia queimada;16/07/2015 08:42:02;;;;;;;;;
3906;190DC;947162;Electrex;20051054;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria ventilador;16/07/2015 10:05:38;;;;;;;;;
3907;E230HF;640047;Electrex;20151078;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Módulos de dois diodos em curto circuito;16/07/2015 11:29:19;;;;;;;;;
3908;TIG200HF;1508003;ElectrexHZ;20151077;Sim;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;16/07/2015 14:58:12;;;;;;;;;
3909;E230TP;828104;Electrex;20151059;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF;17/07/2015 08:25:45;;;;;;;;;
3910;E35;1319061;Electrex;20151058;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria drives igbt;17/07/2015 09:01:54;;;;;;;;;
3911;E160;000000000;Electrex;20151062;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;17/07/2015 10:16:59;;;;;;;;;
3912;E160;0000000000000000;Electrex;20151096;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;17/07/2015 11:35:10;;;;;;;;;
3913;180;00000000000000;ESAB;20151063;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria devido a pó metálico;17/07/2015 15:37:34;;;;;;;;;
3914;190HF;827103;Electrex;20151069;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;diodo secundario em curto circuito;20/07/2015 09:41:54;;;;;;;;;
3915;E160TP;00000000;Electrex;20151072;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria micro controlador;20/07/2015 14:55:47;;;;;;;;;
3916;E160;943118;Electrex;20151071;Não;;;;;;;;Painel Tr.;;;;;;Painel Frontal;Potênciometro I2;;;;;;;;;;;;;;;;;;;Paineis partidos;20/07/2015 14:56:30;;;;;;;;;
3917;130;00000000000000;ELEKTRO;20151073;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria resistencias interrompidas;20/07/2015 15:58:25;;;;;;;;;
3918;E160HF;00000000;Electrex;20151103;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo de tocha interrompido;21/07/2015 09:47:50;;;;;;;;;
3919;DC191;00000000000;Electrex;20151070;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;21/07/2015 09:52:58;;;;;;;;;
3920;E300AC/DC;719094;Electrex;20151080;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento da máquina. Todos os parametros estão dentro dos valotes recomendados;21/07/2015 11:26:19;;;;;;;;;
3921;E302AC/DC;000000000000000000;Electrex;20151090;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Módulo primario queimado;22/07/2015 11:35:11;;;;;;;;;
3922;E160TP;719007;Electrex;20151105;Não;IGBT;;;;;;;;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;"Potencia queimada; painel tr. partido";23/07/2015 09:14:57;;;;;;;;;
3923;E190;737106;Electrex;20151107;Não;;Ponte;Relé 48VDC;;;;;;;;;;Resistência Cerâmica;;;;;;;;;;;;;;;;;;;;;Ponte queimada;23/07/2015 09:16:29;;;;;;;;;
3924;E190;0000000000000;Electrex;20151108;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ponte rectificadora queimada;23/07/2015 10:50:08;;;;;;;;;
3925;E190;737104;Electrex;20151109;Não;;Ponte;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria ponte e rele;23/07/2015 13:41:49;;;;;;;;;
3926;E200DC;021080;Electrex;20151097;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;23/07/2015 15:59:28;;;;;;;;;
3927;200DC;0000000000000;OX;20151098;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reforço de soldaduras, Diodos secundarios com pinos partidos;24/07/2015 10:11:32;;;;;;;;;
3928;E190DC;947163;Electrex;20151114;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;24/07/2015 10:12:52;;;;;;;;;
3929;POWER ROD1350;0000000;CEBORA;20151116;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Resistencia ceramica interrompida;24/07/2015 11:29:20;;;;;;;;;
3930;E160TP;628017;Electrex;20151118;Não;;;;;;Transformador C.I.;;;;;;;;;;;;;;;;;;;;;;;;;;;;Transformador auxiliar com pino partidos;28/07/2015 10:58:46;;;;;;;;;
3931;E160TP;514027;Electrex;20151099;Não;IGBT;;;;;;;Painel Tr.;;;;;;Painel Frontal;;;;;;;;;;;;;;;;;;;;Potencia queimada e paineis partidos;28/07/2015 14:29:31;;;;;;;;;
3932;E160;816015;Electrex;20151122;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;painel frontal e potenciometro partidos;29/07/2015 14:36:57;;;;;;;;;
3933;231HF;1140031;Electrex;20151121;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF;29/07/2015 14:37:57;;;;;;;;;
3934;231HF;1140013;Electrex;20151123;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF;29/07/2015 14:38:53;;;;;;;;;
3935;231HF;1140035;Electrex;20151120;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria cabo de alimentação interrompido;29/07/2015 14:39:44;;;;;;;;;
3936;231HF;1140006;Electrex;20151119;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF;29/07/2015 14:40:53;;;;;;;;;
3937;E160;045045;Electrex;20151124;Não;;Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ponte rectificadora em curto circuito;29/07/2015 16:29:20;;;;;;;;;
3938;E190;909036;Electrex;20151125;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;29/07/2015 16:30:15;;;;;;;;;
3939;E300AC/DC;1145014;Electrex;20151142;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral.Testado a soldar. durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. todos os parametros estão dentro dos valores recomendados;30/07/2015 11:35:22;;;;;;;;;
3940;DC202;1312039;ElectrexHZ;20151138;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ventilador partido e apoios dos módulos;30/07/2015 13:59:11;;;;;;;;;
3941;DC202;1312040;ElectrexHZ;20151139;Não;;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;30/07/2015 16:19:48;;;;;;;;;
3942;UNILIFT200;0000000000000;Electrex;20151143;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo de alimentação e interrutpor avariados;31/07/2015 09:09:24;;;;;;;;;
3943;E190;0000000000000;Electrex;20151145;Não;;;Relé 48VDC;;;Transformador C.I.;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Painel tr. partido relés queimados; transformador C.I interrompido";05/08/2015 11:55:57;;;;;;;;;
3944;E160TP;0000000000000;Electrex;20151146;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar durante oas nossos testes de soldadura não se verificou qualquer defeito no funcionamento;05/08/2015 14:06:44;;;;;;;;;
3945;E190;642111;Electrex;20151156;Não;;Ponte;Relé 48VDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte e relé queimados;05/08/2015 15:14:45;;;;;;;;;
3946;E190HF;910043;Electrex;20151169;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodos secundario  em curto circuito;06/08/2015 09:24:44;;;;;;;;;
3947;DC201;1421065;Electrex;20151158;Não;IGBT;;;;;Transformador C.I.;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora queimada;06/08/2015 11:58:32;;;;;;;;;
3948;E160TP;007029;Electrex;20151160;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;06/08/2015 15:59:25;;;;;;;;;
3949;E230HF;000000000000000;Electrex;20151165;Não;;;;;;;;;;;;Microcontrolador;;;;;;;;;;;;;;;;;;;;;;Avara micro controlador (electrovalvula sempre ligada);06/08/2015 16:37:30;;;;;;;;;
3950;DC191;1240011;Electrex;20151167;Não;;;;;;;;;;;Diodo Secundário;;;;;;;;;;;;;;;;;;;;;;;Diodo secundario em curto circuito;07/08/2015 09:50:12;;;;;;;;;
3951;HF221;1348002;Electrex;20151168;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento;07/08/2015 11:34:25;;;;;;;;;
3952;E230HF;00000000000000;Electrex;20151171;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. com Hf inativo e com tempo de pregas;07/08/2015 14:02:59;;;;;;;;;
3953;E230;0000000000000;Electrex;20151173;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Diodos transientes queimados;07/08/2015 15:12:55;;;;;;;;;
3954;DC210;1303004;Electrex;20151178;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pistas em curto, provocado por lixo metálico;07/08/2015 15:37:37;;;;;;;;;
3955;E230;000000000000000;Electrex;20151179;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avariam módulo de diodos;10/08/2015 09:09:52;;;;;;;;;
3956;E160HF;00000000000000;Electrex;20151180;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;testado a soldar. Durante os nossos testes de soldadura não se verificou qualquer defeito no funncionamento;10/08/2015 10:15:37;;;;;;;;;
3957;E160;724010;Electrex;20151079;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paineis partidos e falta de tensão de vazio;10/08/2015 14:04:18;;;;;;;;;
3958;OX2200;1524022;Electrex HZ;20151183;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ficha  do flat cable desligada do módulo principal ao painel frontal;11/08/2015 16:17:29;;;;;;;;;
3959;HF161;1206026;Electrex;20151184;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria inverprotek;11/08/2015 16:59:10;;;;;;;;;
3960;OX160;00000000000000;OX;20151186;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reforço de soldadura diodos secundario;12/08/2015 09:32:05;;;;;;;;;
3961;160;1406046;ElectrexHZ;20151189;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria com origem em queda ou pancada, (substituição de módulo potencia e circuito frontal);12/08/2015 14:47:17;;;;;;;;;
3962;E230HF;910052;Electrex;20151191;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;13/08/2015 08:14:40;;;;;;;;;
3963;E230;0000000000000000;Electrex;20151192;Não;IGBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;13/08/2015 10:15:47;;;;;;;;;
3964;E230HF;907138;Electrex;20151193;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fio MS cortado junto a ficha;13/08/2015 11:11:02;;;;;;;;;
3965;E160;0000000000000000;Electrex;20151190;Não;IGBT;;;;;;;Painel Tr.;;;;;;;;;;;;;;;;;;;;;;;;;;Potencia queimada e painel partido;13/08/2015 14:03:46;;;;;;;;;
